,attrition,business_travel,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,job_involvement,job_level,job_role,marital_status,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager,age,job_satisfaction,monthly_income
1137,no,non-travel,research & development,26,2,other,1605,2,female,2,1, research scientist ,married,1,yes,14,3,2,0,4,2,2,4,2,1,3.0,22,3,2814.0
1138,no,travel_frequently,unknown,20,5,medical,1606,2,male,3,4, healthcare representative ,married,2,yes,15,3,3,1,32,3,3,30,8,12,13.0,50,3,11245.0
1139,no,travel_rarely,research & development,5,4,other,1607,2,female,4,1, research scientist ,married,3,no,17,3,4,2,6,3,3,3,2,0,2.0,32,4,3312.0
1140,no,travel_rarely,research & development,7,3,other,1608,2,female,3,5, research director ,divorced,0,yes,14,3,4,1,23,4,2,22,7,1,10.0,44,4,19049.0
1141,no,travel_rarely,research & development,7,3,medical,1609,2,male,2,1, research scientist ,married,1,no,12,3,2,1,6,3,2,6,4,1,1.0,30,2,2141.0
1142,no,travel_rarely,research & development,5,5,medical,1611,3,female,1,2, laboratory technician ,single,1,yes,14,3,1,0,10,3,3,10,7,1,3.0,45,1,5769.0
1143,no,non-travel,sales,26,3,marketing,1612,1,male,2,2, sales executive ,married,1,no,15,3,1,1,10,2,3,10,7,4,5.0,45,1,4385.0
1144,no,travel_frequently,sales,2,4,other,1613,4,male,3,2, sales executive ,unknown,7,no,13,3,4,0,10,3,3,5,2,0,3.0,31,1,5332.0
1145,no,travel_rarely,research & development,12,4,life sciences,1614,3,female,3,2, manufacturing director ,married,9,yes,12,3,2,2,7,2,3,3,2,1,3.0,36,3,4663.0
1146,no,non-travel,research & development,10,4,life sciences,1615,3,male,4,2, manufacturing director ,divorced,1,no,13,3,1,1,9,3,3,9,7,7,2.0,34,4,4724.0
1147,no,travel_rarely,research & development,25,4,life sciences,1617,3,female,3,1, laboratory technician ,married,1,no,14,3,4,1,10,3,2,9,6,1,4.0,49,1,3211.0
1148,no,travel_rarely,research & development,10,5,medical,1618,2,male,3,2, manufacturing director ,married,2,no,13,3,4,3,10,3,3,7,7,7,7.0,39,1,5377.0
1149,no,travel_rarely,research & development,19,3,other,1619,4,male,2,1, laboratory technician ,divorced,1,no,11,3,1,2,7,3,3,7,7,0,7.0,27,2,4066.0
1150,no,travel_rarely,research & development,18,5,life sciences,1621,2,male,4,2, research scientist ,unknown,1,no,11,3,4,0,16,2,3,16,15,1,10.0,35,1,5208.0
1151,no,travel_rarely,research & development,27,3,medical,1622,2,female,1,2, manufacturing director ,divorced,0,no,21,4,2,1,6,5,2,5,3,0,0.0,28,1,4877.0
1152,no,travel_rarely,research & development,5,1,medical,1623,3,male,3,1, research scientist ,single,1,no,18,3,3,0,3,2,3,2,2,2,2.0,21,4,3117.0
1153,yes,travel_frequently,sales,3,2,medical,1624,2,female,3,1, sales representative ,single,1,yes,12,3,3,0,0,2,4,0,0,0,0.0,18,4,1569.0
1154,no,travel_rarely,human resources,26,4,life sciences,1625,4,female,3,5, manager ,married,3,no,11,3,3,1,27,2,3,5,2,1,0.0,47,3,19658.0
1155,no,non-travel,research & development,3,2,medical,1627,3,male,2,2, laboratory technician ,divorced,0,no,15,3,4,1,11,3,3,10,8,0,7.0,39,3,3069.0
1156,no,travel_rarely,research & development,15,3,life sciences,1628,1,female,2,3, manufacturing director ,unknown,1,no,13,3,4,2,18,2,3,18,15,14,12.0,40,3,10435.0
1157,no,non-travel,research & development,8,4,life sciences,1630,3,female,3,2, healthcare representative ,married,1,no,12,3,4,1,15,5,3,14,11,2,9.0,35,3,4148.0
1158,no,travel_rarely,research & development,19,3,life sciences,1631,3,male,3,2, manufacturing director ,married,3,no,17,3,1,3,9,2,2,4,3,0,2.0,37,2,5768.0
1159,no,travel_frequently,research & development,4,3,medical,1633,1,female,3,2, manufacturing director ,single,0,no,13,3,4,0,10,2,1,9,2,3,3.0,39,3,5042.0
1160,no,non-travel,research & development,2,2,other,1635,4,female,2,2, manufacturing director ,divorced,1,no,19,3,1,2,10,3,3,10,7,3,9.0,45,4,5770.0
1161,no,travel_rarely,research & development,2,2,medical,1638,4,female,2,3, manufacturing director ,married,3,yes,19,3,4,1,10,6,4,5,4,0,2.0,38,3,7756.0
1162,yes,non-travel,sales,10,3,medical,1639,4,male,2,3, sales executive ,married,9,no,17,3,3,0,15,3,3,13,12,6,0.0,35,1,10306.0
1163,no,travel_rarely,research & development,10,3,medical,1640,2,female,3,1, research scientist ,married,1,no,11,3,1,1,8,2,1,8,4,7,7.0,37,2,3936.0
1164,no,travel_rarely,research & development,16,3,other,1641,3,female,3,3, manufacturing director ,single,6,yes,15,3,4,0,18,2,2,4,2,3,3.0,40,4,7945.0
1165,no,non-travel,human resources,1,5,other,1642,1,male,3,2, human resources ,married,4,yes,11,3,3,0,14,3,3,10,7,0,2.0,44,4,5743.0
1166,no,travel_frequently,research & development,4,5,medical,1644,3,male,2,4, manager ,married,2,no,25,4,2,1,23,3,3,2,2,2,2.0,48,4,15202.0
1167,yes,travel_rarely,sales,15,2,medical,1645,1,male,1,2, sales executive ,divorced,6,yes,14,3,4,2,7,2,2,2,2,2,2.0,35,4,5440.0
1168,no,travel_frequently,research & development,2,1,technical degree,1646,1,female,3,1, research scientist ,single,1,yes,13,3,3,0,6,2,3,6,3,1,3.0,37,4,3760.0
1169,no,travel_rarely,research & development,8,3,medical,1647,2,female,4,1, research scientist ,married,7,no,17,3,1,0,5,0,3,3,2,0,2.0,27,3,3517.0
1170,no,travel_frequently,research & development,2,3,medical,1648,4,male,3,1, research scientist ,single,2,no,13,3,3,0,6,0,2,4,2,1,2.0,27,4,2580.0
1171,yes,travel_rarely,research & development,7,3,life sciences,1649,1,male,3,1, laboratory technician ,unknown,3,yes,14,3,2,0,10,3,1,4,2,0,3.0,40,1,2166.0
1172,no,travel_rarely,sales,10,3,medical,1650,3,male,2,2, sales executive ,single,9,no,11,3,3,0,8,2,3,5,2,1,4.0,37,3,5869.0
1173,no,travel_rarely,research & development,5,4,life sciences,1651,2,female,3,3, healthcare representative ,unknown,4,no,12,3,3,2,9,6,3,3,2,0,2.0,36,1,8008.0
1174,no,travel_frequently,research & development,2,1,life sciences,1653,4,male,4,2, manufacturing director ,divorced,1,no,17,3,3,2,7,6,3,7,7,0,3.0,25,3,5206.0
1175,no,travel_rarely,research & development,12,3,medical,1654,4,male,3,2, manufacturing director ,married,4,no,21,4,3,0,7,3,3,5,4,1,0.0,39,2,5295.0
1176,no,travel_rarely,research & development,22,4,other,1655,1,female,3,4, research director ,married,3,no,16,3,2,2,27,2,3,4,2,1,2.0,49,2,16413.0
1177,no,travel_rarely,research & development,17,5,life sciences,1656,4,female,2,3, research director ,divorced,5,no,15,3,3,3,19,3,3,14,11,1,11.0,50,1,13269.0
1178,no,travel_rarely,sales,2,3,medical,1657,3,female,3,1, sales representative ,single,1,no,19,3,1,0,2,3,3,2,2,2,2.0,20,3,2783.0
1179,no,travel_rarely,research & development,3,3,life sciences,1658,4,female,3,2, research scientist ,divorced,1,no,12,3,3,1,11,2,3,11,8,7,9.0,34,2,5433.0
1180,no,travel_rarely,research & development,7,3,life sciences,1659,1,male,3,1, laboratory technician ,single,2,no,11,3,3,0,15,4,3,4,3,1,3.0,36,2,2013.0
1181,no,travel_rarely,research & development,6,1,life sciences,1661,3,female,2,4, healthcare representative ,married,2,yes,19,3,2,1,30,3,3,15,11,2,12.0,49,3,13966.0
1182,no,non-travel,research & development,1,4,medical,1662,4,female,2,2, manufacturing director ,married,0,no,15,3,3,0,4,6,3,3,2,1,2.0,36,3,4374.0
1183,no,travel_rarely,research & development,3,2,life sciences,1664,4,male,4,2, healthcare representative ,divorced,6,no,20,4,1,1,13,3,3,5,4,0,4.0,36,1,6842.0
1184,no,travel_rarely,research & development,22,5,medical,1665,2,female,3,4, manager ,married,3,no,25,4,3,1,36,0,3,10,8,4,7.0,54,3,17426.0
1185,no,travel_rarely,research & development,15,2,life sciences,1666,3,male,2,4, research director ,married,1,no,24,4,1,1,14,3,3,14,10,6,11.0,43,3,17603.0
1186,yes,travel_frequently,sales,12,4,other,1667,4,male,3,2, sales executive ,single,3,yes,24,4,1,0,13,2,4,11,9,6,7.0,35,4,4581.0
1187,no,travel_frequently,research & development,1,3,life sciences,1668,4,male,3,2, research scientist ,married,7,no,15,3,4,2,19,4,4,13,11,2,9.0,37,4,4735.0
1188,no,travel_rarely,sales,5,3,medical,1669,1,male,2,2, sales executive ,divorced,1,yes,13,3,2,1,10,3,2,10,0,0,9.0,29,2,4187.0
1189,no,travel_rarely,sales,2,4,medical,1670,4,male,3,2, sales executive ,divorced,1,no,14,3,3,2,6,0,3,6,2,0,4.0,38,4,5505.0
1190,no,travel_rarely,research & development,2,3,medical,1671,4,male,3,2, research scientist ,divorced,0,no,13,3,3,2,10,4,2,9,5,1,6.0,32,2,5470.0
1191,no,travel_rarely,sales,5,4,life sciences,1673,1,female,3,2, sales executive ,married,1,no,11,3,1,2,10,2,3,10,0,0,2.0,31,4,5476.0
1192,no,travel_rarely,research & development,16,3,medical,1674,4,female,3,1, laboratory technician ,divorced,4,yes,16,3,2,1,17,2,2,2,2,2,2.0,49,1,2587.0
1193,no,travel_frequently,research & development,2,3,medical,1675,4,female,2,1, laboratory technician ,single,1,no,22,4,2,0,4,3,3,4,3,3,3.0,38,2,2440.0
1194,no,travel_rarely,sales,2,4,life sciences,1676,2,female,4,4, manager ,divorced,6,no,14,3,3,3,29,0,3,3,2,1,3.0,47,2,15972.0
1195,no,travel_rarely,research & development,1,3,life sciences,1677,3,male,3,4, manager ,single,4,no,14,3,1,0,23,2,3,8,7,0,0.0,49,2,15379.0
1196,no,travel_rarely,sales,23,2,life sciences,1678,4,male,3,3, sales executive ,single,3,yes,16,3,4,0,21,2,3,2,0,0,2.0,41,3,7082.0
1197,no,travel_rarely,sales,9,1,life sciences,1680,4,male,3,1, sales representative ,single,1,no,11,3,1,0,2,0,3,2,2,0,2.0,20,1,2728.0
1198,no,non-travel,sales,16,3,life sciences,1681,3,female,3,2, sales executive ,divorced,1,yes,25,4,3,1,7,2,3,6,5,1,2.0,33,4,5368.0
1199,no,travel_rarely,research & development,26,4,life sciences,1682,1,male,3,2, healthcare representative ,married,6,no,14,3,2,2,10,2,2,3,2,0,3.0,36,3,5347.0
1200,no,travel_rarely,human resources,1,3,life sciences,1683,3,female,3,1, human resources ,divorced,4,yes,18,3,1,3,8,2,3,2,2,2,2.0,44,4,3195.0
1201,yes,travel_rarely,research & development,8,1,medical,1684,4,male,2,1, laboratory technician ,single,1,yes,11,3,1,0,5,2,3,5,4,1,2.0,23,3,3989.0
1202,no,travel_rarely,research & development,4,2,medical,1687,4,female,3,1, laboratory technician ,married,7,no,19,3,4,1,7,5,2,0,0,0,0.0,38,3,3306.0
1203,no,travel_rarely,research & development,24,4,medical,1689,2,male,4,3, healthcare representative ,married,3,no,15,3,3,0,11,2,3,4,3,1,2.0,53,4,7005.0
1204,yes,travel_frequently,sales,7,2,medical,1691,4,female,3,1, sales representative ,unknown,2,yes,11,3,3,2,19,3,3,9,7,7,7.0,37,3,2655.0
1205,yes,travel_rarely,unknown,2,4,life sciences,1692,4,male,3,1, laboratory technician ,single,1,no,12,3,1,0,1,2,3,1,0,0,0.0,32,2,1393.0
1206,no,non-travel,research & development,7,3,medical,1693,4,male,3,1, laboratory technician ,single,1,no,20,4,3,0,7,5,3,7,7,5,7.0,26,4,2570.0
1207,no,travel_rarely,research & development,22,3,other,1694,1,male,2,1, research scientist ,divorced,5,no,12,3,4,1,8,1,3,4,2,1,2.0,55,2,3537.0
1208,no,travel_rarely,research & development,5,2,medical,1696,2,male,2,2, laboratory technician ,married,1,no,14,3,3,1,15,3,4,15,10,4,13.0,34,4,3986.0
1209,no,travel_rarely,research & development,1,4,medical,1697,3,male,1,3, healthcare representative ,divorced,3,no,20,4,3,1,19,2,4,1,0,0,0.0,60,4,10883.0
1210,no,travel_rarely,research & development,21,3,other,1698,2,male,4,1, laboratory technician ,married,1,no,18,3,4,3,14,6,3,14,11,2,13.0,33,2,2028.0
1211,no,travel_frequently,sales,1,4,medical,1700,3,male,1,2, sales executive ,divorced,1,no,14,3,3,2,6,2,2,6,3,1,3.0,37,4,9525.0
1212,no,travel_rarely,research & development,19,3,life sciences,1701,2,female,2,1, research scientist ,married,1,no,12,3,2,0,10,3,3,10,9,8,7.0,34,4,2929.0
1213,yes,travel_rarely,sales,7,3,life sciences,1702,3,male,3,1, sales representative ,divorced,1,yes,21,4,2,1,3,2,3,3,2,0,3.0,23,4,2275.0
1214,no,travel_rarely,research & development,2,3,life sciences,1703,3,female,4,3, healthcare representative ,married,1,yes,19,3,2,1,9,2,3,8,7,6,7.0,44,4,7879.0
1215,no,travel_frequently,research & development,2,4,medical,1704,1,male,2,1, research scientist ,single,0,yes,14,3,3,0,6,2,4,5,4,1,4.0,35,4,4930.0
1216,no,travel_rarely,sales,2,3,medical,1706,4,male,3,2, sales executive ,married,1,yes,17,3,1,1,10,3,3,10,9,8,8.0,43,4,7847.0
1217,no,travel_rarely,research & development,9,3,medical,1707,3,male,4,1, research scientist ,married,1,no,16,3,4,1,5,1,3,5,3,0,4.0,24,3,4401.0
1218,no,travel_rarely,sales,6,3,marketing,1708,4,male,3,3, sales executive ,single,1,no,12,3,2,0,10,3,3,10,8,8,7.0,41,3,9241.0
1219,no,travel_rarely,research & development,9,4,medical,1709,4,female,3,1, laboratory technician ,married,9,no,17,3,3,1,9,2,3,5,3,1,2.0,29,3,2974.0
1220,no,travel_rarely,sales,2,4,life sciences,1710,3,female,3,2, sales representative ,single,3,no,15,3,3,0,17,2,2,13,7,6,7.0,36,4,4502.0
1221,no,non-travel,research & development,1,1,life sciences,1712,3,male,2,3, healthcare representative ,married,3,no,23,4,4,1,25,3,2,23,15,14,4.0,45,3,10748.0
1222,yes,travel_rarely,human resources,22,1,human resources,1714,4,male,1,1, human resources ,married,1,no,11,3,3,1,1,2,3,1,0,0,0.0,24,3,1555.0
1223,yes,travel_frequently,sales,9,3,life sciences,1716,3,male,1,4, sales executive ,married,7,no,11,3,3,0,25,3,1,23,5,14,3.0,47,3,12936.0
1224,no,travel_rarely,research & development,17,4,medical,1718,4,male,1,1, laboratory technician ,married,1,no,15,3,3,3,3,3,4,3,2,0,2.0,26,3,2305.0
1225,no,travel_rarely,research & development,28,2,technical degree,1719,4,female,2,4, research director ,single,1,no,11,3,3,0,21,2,3,21,6,8,6.0,45,2,16704.0
1226,no,travel_frequently,research & development,10,3,life sciences,1720,1,male,3,1, research scientist ,married,6,no,13,3,1,1,10,3,2,5,2,1,3.0,32,3,3433.0
1227,no,travel_rarely,research & development,2,4,life sciences,1721,2,male,3,1, laboratory technician ,married,1,no,14,3,4,1,6,2,4,5,2,0,3.0,31,3,3477.0
1228,no,non-travel,human resources,4,3,human resources,1722,3,male,1,2, human resources ,unknown,6,no,19,3,2,1,10,4,3,3,2,1,2.0,41,2,6430.0
1229,no,travel_rarely,research & development,8,2,life sciences,1724,2,female,3,2, manufacturing director ,married,2,yes,16,3,2,1,18,3,3,1,0,0,0.0,40,1,6516.0
1230,no,travel_rarely,research & development,29,1,medical,1725,2,male,3,1, laboratory technician ,divorced,1,no,13,3,2,3,6,2,4,6,2,1,2.0,39,1,3907.0
1231,no,travel_rarely,research & development,13,4,other,1727,3,male,3,2, healthcare representative ,single,6,no,14,3,4,0,19,3,3,10,7,0,9.0,46,2,5562.0
1232,no,travel_rarely,research & development,27,4,life sciences,1728,4,male,3,2, manufacturing director ,married,2,no,16,3,2,1,17,3,3,7,7,0,3.0,35,3,6883.0
1233,no,non-travel,research & development,16,1,life sciences,1729,2,male,3,1, research scientist ,married,1,no,12,3,2,1,10,0,2,10,0,0,8.0,30,4,2862.0
1234,no,non-travel,sales,2,4,marketing,1731,3,male,3,2, sales executive ,married,7,no,11,3,4,1,4,0,1,1,0,0,0.0,47,3,4978.0
1235,no,travel_rarely,sales,2,3,life sciences,1732,3,male,3,3, sales executive ,divorced,4,yes,12,3,2,1,13,5,2,10,6,0,3.0,46,4,10368.0
1236,yes,travel_rarely,sales,13,5,marketing,1733,2,male,2,2, sales executive ,divorced,5,yes,13,3,2,3,16,3,3,2,2,2,2.0,36,1,6134.0
1237,yes,travel_rarely,sales,1,2,life sciences,1734,1,male,1,2, sales executive ,single,6,no,15,3,2,0,10,2,3,0,0,0,3.0,32,2,6735.0
1238,no,travel_rarely,research & development,4,1,medical,1735,3,female,3,1, laboratory technician ,single,1,no,13,3,3,0,3,3,1,3,2,1,2.0,23,2,3295.0
1239,no,travel_frequently,research & development,24,1,technical degree,1736,4,female,3,2, manufacturing director ,single,2,no,20,4,4,0,9,3,2,5,4,1,4.0,31,4,5238.0
1240,no,non-travel,research & development,1,3,life sciences,1737,4,male,3,2, laboratory technician ,married,1,yes,15,3,4,1,9,2,3,9,8,5,8.0,39,4,6472.0
1241,no,travel_rarely,sales,19,3,life sciences,1739,4,male,1,3, sales executive ,married,3,no,13,3,3,1,10,2,1,4,3,0,2.0,32,3,9610.0
1242,no,travel_rarely,sales,7,4,medical,1740,2,male,3,5, manager ,single,1,no,14,3,2,0,21,0,2,21,8,12,8.0,40,2,19833.0
1243,no,travel_rarely,human resources,4,3,life sciences,1744,3,female,1,3, human resources ,married,4,no,21,4,3,2,9,2,4,5,0,0,3.0,45,3,9756.0
1244,no,travel_frequently,research & development,2,4,technical degree,1745,4,female,2,1, research scientist ,single,0,no,16,3,4,0,10,2,3,9,7,0,7.0,30,1,4968.0
1245,no,travel_frequently,human resources,10,3,medical,1746,1,male,3,1, human resources ,married,0,no,14,3,4,1,3,2,3,2,2,2,1.0,24,4,2145.0
1246,yes,travel_frequently,human resources,8,3,human resources,1747,3,female,2,1, human resources ,divorced,6,no,11,3,3,1,6,0,2,4,2,1,2.0,30,4,2180.0
1247,no,travel_rarely,sales,5,3,technical degree,1749,1,male,3,2, sales executive ,married,1,no,19,3,3,1,6,3,3,5,2,0,2.0,31,3,8346.0
1248,no,non-travel,research & development,8,3,medical,1751,3,female,3,1, research scientist ,single,1,no,11,3,3,0,6,5,2,6,2,1,3.0,27,4,3445.0
1249,yes,non-travel,sales,9,3,marketing,1752,2,female,1,1, sales representative ,single,1,no,13,3,3,0,2,3,3,2,2,2,3.0,29,2,2621.0
1250,no,travel_frequently,research & development,1,3,life sciences,1753,4,male,4,2, healthcare representative ,single,8,yes,12,3,4,0,10,5,4,3,2,0,2.0,29,3,6294.0
1251,no,travel_rarely,sales,15,2,marketing,1754,3,male,2,3, sales executive ,divorced,2,no,11,3,1,1,12,2,3,7,7,1,7.0,30,1,7140.0
1252,no,travel_rarely,research & development,2,4,medical,1755,4,male,4,1, research scientist ,married,0,yes,14,3,1,3,6,3,3,5,0,1,2.0,34,4,2932.0
1253,no,non-travel,sales,2,3,marketing,1756,4,female,3,2, sales executive ,single,8,no,15,3,4,0,13,2,2,11,7,1,7.0,33,2,5147.0
1254,no,travel_rarely,sales,11,4,marketing,1757,4,female,3,2, sales executive ,single,3,no,12,3,3,0,8,1,4,5,1,0,4.0,49,4,4507.0
1255,yes,travel_rarely,sales,16,3,life sciences,1758,1,female,3,3, sales executive ,single,2,yes,20,4,3,0,11,2,2,0,0,0,0.0,33,1,8564.0
1256,no,travel_frequently,research & development,2,2,medical,1760,3,female,2,1, laboratory technician ,married,4,no,14,3,2,1,9,4,2,6,1,0,5.0,38,2,2468.0
1257,yes,travel_rarely,sales,16,4,marketing,1761,1,male,3,3, sales executive ,married,2,no,13,3,1,3,10,2,3,1,0,0,0.0,31,3,8161.0
1258,no,travel_rarely,research & development,4,3,technical degree,1762,4,female,2,1, research scientist ,unknown,1,no,13,3,3,1,1,2,3,1,0,0,0.0,29,1,2109.0
1259,no,travel_rarely,research & development,16,3,life sciences,1763,3,male,4,2, healthcare representative ,married,3,no,16,3,3,1,10,3,3,7,0,1,7.0,30,3,5294.0
1260,no,non-travel,research & development,5,4,technical degree,1764,2,male,3,1, research scientist ,single,2,no,14,3,2,0,12,3,3,7,7,0,7.0,32,2,2718.0
1261,no,travel_rarely,research & development,18,3,medical,1766,2,male,1,2, healthcare representative ,married,3,yes,16,3,3,1,15,2,3,1,0,1,0.0,38,4,5811.0
1262,yes,travel_frequently,research & development,17,3,technical degree,1767,3,male,2,1, research scientist ,married,9,yes,16,3,4,1,6,4,3,1,0,0,0.0,43,3,2437.0
1263,no,travel_rarely,research & development,12,3,medical,1768,2,male,3,1, laboratory technician ,divorced,8,no,22,4,2,3,7,6,2,5,3,0,4.0,42,2,2766.0
1264,no,travel_rarely,research & development,2,3,medical,1770,3,male,2,5, research director ,married,8,no,12,3,2,3,34,2,3,1,0,0,0.0,55,1,19038.0
1265,no,non-travel,research & development,4,3,technical degree,1771,4,male,3,2, research scientist ,divorced,5,no,15,3,4,2,11,2,2,9,8,1,7.0,33,2,3055.0
1266,no,travel_rarely,research & development,9,4,life sciences,1772,3,male,3,1, laboratory technician ,divorced,1,no,20,4,2,2,5,2,3,5,3,0,4.0,41,1,2289.0
1267,no,non-travel,sales,10,3,life sciences,1774,4,male,3,2, sales executive ,divorced,1,yes,14,3,3,1,15,3,3,15,14,0,7.0,34,2,4001.0
1268,no,non-travel,research & development,1,4,medical,1775,1,female,2,4, manufacturing director ,married,4,yes,20,4,4,3,27,2,2,3,2,0,2.0,53,3,12965.0
1269,no,travel_rarely,human resources,2,3,life sciences,1778,2,male,3,1, human resources ,single,0,no,13,3,2,0,10,5,3,9,7,1,8.0,43,4,3539.0
1270,no,travel_rarely,sales,3,2,life sciences,1779,4,female,1,2, sales executive ,single,5,no,12,3,1,0,6,3,3,2,2,2,2.0,34,4,6029.0
1271,yes,travel_rarely,sales,7,1,marketing,1780,2,male,3,1, sales representative ,single,1,no,13,3,2,0,1,3,3,1,0,1,0.0,32,2,2679.0
1272,no,travel_rarely,research & development,6,2,other,1782,4,female,2,1, laboratory technician ,married,1,no,11,3,2,1,5,3,3,5,4,0,4.0,38,3,3702.0
1273,yes,travel_rarely,research & development,8,1,medical,1783,3,female,3,1, laboratory technician ,married,1,yes,17,3,3,0,1,6,3,1,0,0,0.0,22,1,2398.0
1274,no,travel_rarely,sales,29,4,other,1784,1,female,2,2, sales executive ,married,1,no,14,3,1,2,13,3,3,12,7,5,7.0,31,4,5468.0
1275,no,travel_rarely,unknown,3,3,technical degree,1786,1,female,3,3, manager ,married,2,no,11,3,4,0,15,2,3,2,2,2,2.0,51,3,13116.0
1276,no,travel_rarely,sales,9,2,marketing,1787,2,male,2,2, sales executive ,married,1,no,14,3,1,2,5,2,3,5,2,0,3.0,37,2,4189.0
1277,no,travel_rarely,research & development,2,4,medical,1789,3,male,3,5, research director ,divorced,7,yes,17,3,3,1,24,3,3,2,1,2,2.0,46,4,19328.0
1278,no,travel_rarely,research & development,10,3,life sciences,1790,4,male,3,3, healthcare representative ,married,7,yes,13,3,4,1,15,1,3,12,8,5,7.0,36,1,8321.0
1279,yes,travel_frequently,research & development,1,2,medical,1792,3,male,3,1, research scientist ,divorced,1,yes,12,3,3,3,6,2,2,5,3,2,3.0,44,2,2342.0
1280,no,travel_rarely,human resources,8,2,other,1794,3,male,3,2, human resources ,divorced,2,no,13,3,3,0,19,4,2,10,0,4,7.0,37,2,4071.0
1281,yes,non-travel,sales,27,3,life sciences,1797,3,male,3,2, sales executive ,single,1,yes,18,3,4,0,10,2,3,10,7,7,7.0,35,4,5813.0
1282,no,travel_rarely,research & development,8,4,life sciences,1798,4,male,4,1, research scientist ,married,6,no,19,3,2,1,14,1,3,10,8,7,6.0,33,1,3143.0
1283,no,travel_rarely,research & development,1,3,life sciences,1799,3,male,3,1, research scientist ,married,1,no,11,3,3,1,5,6,4,5,3,0,3.0,28,4,2044.0
1284,no,travel_rarely,research & development,10,1,medical,1800,3,male,3,3, research director ,single,7,no,21,4,3,0,9,3,3,4,3,2,2.0,39,3,13464.0
1285,no,non-travel,sales,26,2,life sciences,1801,2,male,2,2, sales executive ,single,8,no,15,3,3,0,6,3,3,2,2,2,2.0,46,2,7991.0
1286,no,travel_rarely,research & development,2,2,life sciences,1802,3,female,3,1, laboratory technician ,unknown,4,no,17,3,4,1,7,5,2,4,3,0,2.0,40,1,3377.0
1287,no,travel_rarely,research & development,13,3,medical,1803,2,male,4,2, healthcare representative ,married,5,no,18,3,3,2,10,2,2,0,0,0,0.0,42,1,5538.0
1288,no,non-travel,research & development,2,2,medical,1804,2,male,3,2, manufacturing director ,divorced,2,no,14,3,3,1,15,6,3,7,7,1,7.0,35,4,5762.0
1289,no,non-travel,human resources,2,3,human resources,1805,1,male,3,1, human resources ,divorced,5,no,13,3,4,3,13,3,3,11,10,3,8.0,38,2,2592.0
1290,yes,travel_frequently,research & development,9,4,life sciences,1807,4,male,3,2, laboratory technician ,married,4,no,17,3,3,1,11,3,2,7,1,0,7.0,39,1,5346.0
1291,yes,travel_rarely,research & development,10,4,medical,1809,4,male,3,2, manufacturing director ,single,1,no,15,3,2,0,10,4,1,10,3,0,8.0,37,1,4213.0
1292,no,travel_frequently,sales,20,3,life sciences,1812,3,male,3,2, sales executive ,divorced,2,no,18,3,4,1,7,6,3,2,1,2,2.0,39,4,4127.0
1293,no,non-travel,research & development,9,3,life sciences,1813,1,male,3,1, research scientist ,single,4,no,13,3,3,0,7,0,2,3,2,1,2.0,43,3,2438.0
1294,no,travel_rarely,research & development,5,3,life sciences,1814,2,male,4,2, healthcare representative ,single,3,no,12,3,1,0,11,3,1,3,2,1,2.0,41,2,6870.0
1295,no,travel_rarely,unknown,4,1,marketing,1815,3,female,3,3, sales executive ,unknown,0,yes,13,3,4,1,23,0,4,22,14,13,5.0,41,3,10447.0
1296,no,travel_rarely,research & development,10,3,medical,1816,1,female,3,3, manufacturing director ,single,9,no,14,3,2,0,9,3,3,7,7,0,2.0,30,3,9667.0
1297,yes,travel_rarely,human resources,20,2,medical,1818,4,female,3,1, human resources ,married,0,yes,11,3,3,0,6,3,3,5,1,1,4.0,26,2,2148.0
1298,yes,travel_rarely,research & development,21,2,medical,1821,4,female,3,2, healthcare representative ,married,4,no,22,4,4,1,13,2,4,9,7,3,7.0,46,2,8926.0
1299,no,travel_rarely,research & development,1,3,life sciences,1822,3,female,3,2, healthcare representative ,divorced,4,no,17,3,4,1,12,3,3,5,3,0,3.0,40,4,6513.0
1300,no,travel_rarely,sales,8,2,technical degree,1823,2,male,4,2, sales executive ,unknown,1,no,21,4,3,2,10,5,3,10,8,4,8.0,34,3,6799.0
1301,no,non-travel,sales,2,3,medical,1824,2,male,3,4, manager ,divorced,4,no,22,4,4,1,37,0,2,16,9,14,14.0,58,2,16291.0
1302,no,non-travel,research & development,23,4,medical,1826,2,male,1,1, laboratory technician ,married,0,no,16,3,2,1,6,2,4,5,4,0,3.0,35,3,2705.0
1303,no,travel_rarely,research & development,4,3,life sciences,1827,3,female,2,3, manufacturing director ,divorced,8,yes,12,3,3,1,28,4,3,22,11,14,10.0,47,2,10333.0
1304,no,travel_rarely,research & development,12,3,life sciences,1829,2,female,3,2, healthcare representative ,divorced,2,no,12,3,2,1,15,3,3,7,4,7,7.0,40,1,4448.0
1305,no,travel_rarely,research & development,7,4,medical,1830,4,female,3,2, research scientist ,married,4,no,15,3,2,1,14,2,2,7,1,1,7.0,54,4,6854.0
1306,no,travel_frequently,sales,7,4,marketing,1833,1,female,3,3, sales executive ,married,2,no,14,3,4,2,9,3,3,3,2,2,2.0,31,1,9637.0
1307,no,travel_rarely,research & development,1,3,medical,1834,3,female,3,1, research scientist ,married,1,no,25,4,3,1,3,3,3,3,2,1,2.0,28,1,3591.0
